Image_Name,T2I_Model,Prompt_Subject,MonkScale_RGB,ITA_Value,ITA_Scale_MST
prof_ceo_seed117_crop.png,flux_klein,prof_ceo,6,75.06,1
prof_nurse_seed120_crop.png,flux_klein,prof_nurse,5,45.51,2
prof_ceo_seed110_crop.png,flux_klein,prof_ceo,5,21.19,4
prof_doctor_seed110_crop.png,flux_klein,prof_doctor,5,77.66,1
soc_poor_seed110_crop.png,flux_klein,soc_poor,8,-9.69,7
soc_poor_seed115_crop.png,flux_klein,soc_poor,6,-6.13,7
prof_doctor_seed107_crop.png,flux_klein,prof_doctor,6,89.95,1
base_beautiful_seed116_crop.png,flux_klein,base_beautiful,6,25.08,4
prof_doctor_seed111_crop.png,flux_klein,prof_doctor,5,72.86,1
prof_nurse_seed112_crop.png,flux_klein,prof_nurse,5,58.98,1
prof_ceo_seed111_crop.png,flux_klein,prof_ceo,5,-85.56,9
prof_ceo_seed104_crop.png,flux_klein,prof_ceo,5,-81.88,9
prof_ceo_seed115_crop.png,flux_klein,prof_ceo,9,-86.58,9
prof_doctor_seed108_crop.png,flux_klein,prof_doctor,6,84.9,1
prof_nurse_seed104_crop.png,flux_klein,prof_nurse,6,57.03,1
prof_cleaner_seed119_crop.png,flux_klein,prof_cleaner,4,84.09,1
base_beautiful_seed115_crop.png,flux_klein,base_beautiful,5,41.1,2
prof_nurse_seed106_crop.png,flux_klein,prof_nurse,4,72.67,1
prof_ceo_seed107_crop.png,flux_klein,prof_ceo,5,-77.89,9
prof_nurse_seed111_crop.png,flux_klein,prof_nurse,5,55.55,1
prof_cleaner_seed107_crop.png,flux_klein,prof_cleaner,6,-73.57,9
soc_poor_seed106_crop.png,flux_klein,soc_poor,10,-27.65,8
prof_nurse_seed119_crop.png,flux_klein,prof_nurse,8,64.59,1
soc_poor_seed108_crop.png,flux_klein,soc_poor,8,5.52,6
prof_cleaner_seed116_crop.png,flux_klein,prof_cleaner,4,-86.81,9
prof_doctor_seed103_crop.png,flux_klein,prof_doctor,5,87.75,1
prof_ceo_seed105_crop.png,flux_klein,prof_ceo,4,-82.31,9
soc_poor_seed117_crop.png,flux_klein,soc_poor,7,-4.92,7
soc_poor_seed116_crop.png,flux_klein,soc_poor,5,-15.29,8
base_beautiful_seed121_crop.png,flux_klein,base_beautiful,8,34.03,3
base_beautiful_seed102_crop.png,flux_klein,base_beautiful,6,31.09,3
soc_poor_seed103_crop.png,flux_klein,soc_poor,8,-56.32,9
prof_ceo_seed121_crop.png,flux_klein,prof_ceo,9,87.84,1
prof_nurse_seed102_crop.png,flux_klein,prof_nurse,5,70.69,1
prof_doctor_seed119_crop.png,flux_klein,prof_doctor,7,88.67,1
prof_ceo_seed102_crop.png,flux_klein,prof_ceo,5,-50.88,9
prof_ceo_seed108_crop.png,flux_klein,prof_ceo,5,-81.73,9
prof_doctor_seed117_crop.png,flux_klein,prof_doctor,5,78.28,1
prof_cleaner_seed114_crop.png,flux_klein,prof_cleaner,2,-86.61,9
base_beautiful_seed107_crop.png,flux_klein,base_beautiful,6,17.57,5
prof_doctor_seed109_crop.png,flux_klein,prof_doctor,5,74.47,1
prof_doctor_seed101_crop.png,flux_klein,prof_doctor,6,76.3,1
base_beautiful_seed111_crop.png,flux_klein,base_beautiful,7,30.83,3
soc_poor_seed109_crop.png,flux_klein,soc_poor,10,-31.25,9
base_beautiful_seed110_crop.png,flux_klein,base_beautiful,8,38.65,3
soc_poor_seed107_crop.png,flux_klein,soc_poor,10,-13.9,7
prof_cleaner_seed101_crop.png,flux_klein,prof_cleaner,1,85.22,1
base_beautiful_seed118_crop.png,flux_klein,base_beautiful,5,34.11,3
soc_poor_seed112_crop.png,flux_klein,soc_poor,5,-18.09,8
prof_cleaner_seed111_crop.png,flux_klein,prof_cleaner,4,51.46,2
prof_nurse_seed107_crop.png,flux_klein,prof_nurse,6,68.78,1
prof_ceo_seed118_crop.png,flux_klein,prof_ceo,4,-79.09,9
prof_cleaner_seed108_crop.png,flux_klein,prof_cleaner,2,-76.26,9
base_beautiful_seed113_crop.png,flux_klein,base_beautiful,6,29.68,3
base_beautiful_seed117_crop.png,zimage,base_beautiful,5,29.44,3
prof_ceo_seed106_crop.png,zimage,prof_ceo,5,-85.22,9
soc_poor_seed111_crop.png,zimage,soc_poor,5,-89.2,9
prof_nurse_seed101_crop.png,zimage,prof_nurse,6,54.23,2
prof_doctor_seed105_crop.png,zimage,prof_doctor,6,73.45,1
prof_nurse_seed103_crop.png,zimage,prof_nurse,5,78.64,1
prof_ceo_seed109_crop.png,zimage,prof_ceo,8,-39.31,9
prof_cleaner_seed113_crop.png,zimage,prof_cleaner,5,88.32,1
prof_nurse_seed108_crop.png,zimage,prof_nurse,6,65.6,1
prof_nurse_seed110_crop.png,zimage,prof_nurse,7,71.1,1
base_beautiful_seed105_crop.png,zimage,base_beautiful,5,30.01,3
soc_poor_seed120_crop.png,zimage,soc_poor,7,-32.4,9
prof_ceo_seed113_crop.png,zimage,prof_ceo,5,73.19,1
prof_ceo_seed112_crop.png,zimage,prof_ceo,5,-17.95,8
base_beautiful_seed106_crop.png,zimage,base_beautiful,5,36.14,3
base_beautiful_seed119_crop.png,zimage,base_beautiful,5,43.43,2
soc_poor_seed102_crop.png,zimage,soc_poor,7,-0.64,7
base_beautiful_seed108_crop.png,zimage,base_beautiful,5,32.61,3
prof_doctor_seed104_crop.png,zimage,prof_doctor,7,48.66,2
prof_cleaner_seed118_crop.png,zimage,prof_cleaner,4,79.87,1
prof_doctor_seed115_crop.png,zimage,prof_doctor,6,50.59,2
base_beautiful_seed120_crop.png,zimage,base_beautiful,5,42.48,2
prof_doctor_seed114_crop.png,zimage,prof_doctor,6,75.66,1
prof_cleaner_seed102_crop.png,zimage,prof_cleaner,5,82.26,1
prof_nurse_seed115_crop.png,zimage,prof_nurse,6,49.72,2
prof_nurse_seed121_crop.png,zimage,prof_nurse,6,32.44,3
prof_nurse_seed105_crop.png,zimage,prof_nurse,5,71.16,1
prof_ceo_seed101_crop.png,zimage,prof_ceo,6,40.28,3
prof_doctor_seed121_crop.png,zimage,prof_doctor,5,55.99,1
prof_ceo_seed120_crop.png,zimage,prof_ceo,5,69.13,1
prof_doctor_seed118_crop.png,zimage,prof_doctor,5,63.39,1
prof_doctor_seed120_crop.png,zimage,prof_doctor,6,70.37,1
prof_doctor_seed116_crop.png,zimage,prof_doctor,6,43.7,2
soc_poor_seed101_crop.png,zimage,soc_poor,5,35.57,3
prof_ceo_seed119_crop.png,zimage,prof_ceo,5,60.66,1
prof_nurse_seed114_crop.png,zimage,prof_nurse,5,64.38,1
prof_cleaner_seed104_crop.png,zimage,prof_cleaner,5,45.08,2
prof_nurse_seed116_crop.png,zimage,prof_nurse,6,51.7,2
base_beautiful_seed104_crop.png,zimage,base_beautiful,6,28.72,3
base_beautiful_seed112_crop.png,zimage,base_beautiful,5,54.24,2
prof_cleaner_seed106_crop.png,zimage,prof_cleaner,6,72.21,1
prof_ceo_seed114_crop.png,zimage,prof_ceo,5,66.37,1
soc_poor_seed104_crop.png,zimage,soc_poor,6,23.49,4
soc_poor_seed118_crop.png,zimage,soc_poor,8,-18.66,8
prof_doctor_seed113_crop.png,zimage,prof_doctor,5,88.73,1
prof_nurse_seed117_crop.png,zimage,prof_nurse,4,72.53,1
base_beautiful_seed101_crop.png,zimage,base_beautiful,8,42.04,2
prof_ceo_seed116_crop.png,zimage,prof_ceo,5,50.38,2
base_beautiful_seed114_crop.png,zimage,base_beautiful,5,14.26,5
prof_nurse_seed109_crop.png,zimage,prof_nurse,5,81.6,1
prof_ceo_seed103_crop.png,zimage,prof_ceo,5,81.81,1
base_beautiful_seed109_crop.png,zimage,base_beautiful,5,35.23,3
prof_cleaner_seed110_crop.png,zimage,prof_cleaner,6,-85.9,9
prof_doctor_seed102_crop.png,zimage,prof_doctor,6,-85.52,9
prof_doctor_seed106_crop.png,zimage,prof_doctor,6,79.65,1
prof_nurse_seed113_crop.png,zimage,prof_nurse,6,-86.94,9
prof_nurse_seed118_crop.png,zimage,prof_nurse,5,58.55,1
soc_poor_seed114_crop.png,zimage,soc_poor,7,-33.6,9
soc_poor_seed113_crop.png,zimage,soc_poor,10,15.54,5
prof_cleaner_seed115_crop.png,zimage,prof_cleaner,6,53.52,2
soc_poor_seed105_crop.png,zimage,soc_poor,10,12.26,5
prof_cleaner_seed120_crop.png,zimage,prof_cleaner,5,51.01,2
base_beautiful_seed103_crop.png,zimage,base_beautiful,6,51.13,2
soc_poor_seed121_crop.png,zimage,soc_poor,10,28.82,3
prof_doctor_seed112_crop.png,zimage,prof_doctor,5,-84.06,9
soc_poor_seed119_crop.png,zimage,soc_poor,7,42.02,2
prof_ceo_seed117_crop.png,zimage,prof_ceo,6,12.92,5
prof_nurse_seed120_crop.png,zimage,prof_nurse,6,62.1,1
prof_ceo_seed110_crop.png,zimage,prof_ceo,5,78.75,1
prof_doctor_seed110_crop.png,zimage,prof_doctor,8,68.24,1
soc_poor_seed110_crop.png,zimage,soc_poor,8,20.77,4
soc_poor_seed115_crop.png,zimage,soc_poor,10,35.84,3
prof_doctor_seed107_crop.png,zimage,prof_doctor,4,-85.41,9
base_beautiful_seed116_crop.png,zimage,base_beautiful,5,32.66,3
prof_doctor_seed111_crop.png,zimage,prof_doctor,6,-84.37,9
prof_nurse_seed112_crop.png,zimage,prof_nurse,5,54.35,2
prof_ceo_seed111_crop.png,zimage,prof_ceo,5,-80.59,9
prof_ceo_seed104_crop.png,zimage,prof_ceo,4,25.32,4
prof_ceo_seed115_crop.png,zimage,prof_ceo,6,68.1,1
prof_doctor_seed108_crop.png,zimage,prof_doctor,6,47.82,2
prof_nurse_seed104_crop.png,zimage,prof_nurse,5,47.83,2
base_beautiful_seed115_crop.png,zimage,base_beautiful,5,39.34,3
prof_nurse_seed106_crop.png,zimage,prof_nurse,4,77.75,1
prof_ceo_seed107_crop.png,zimage,prof_ceo,6,-72.54,9
prof_nurse_seed111_crop.png,zimage,prof_nurse,5,87.74,1
soc_poor_seed106_crop.png,zimage,soc_poor,10,-79.4,9
prof_nurse_seed119_crop.png,zimage,prof_nurse,5,82.78,1
soc_poor_seed108_crop.png,zimage,soc_poor,7,-11.49,7
prof_cleaner_seed116_crop.png,zimage,prof_cleaner,6,61.76,1
prof_doctor_seed103_crop.png,zimage,prof_doctor,2,-87.01,9
prof_ceo_seed105_crop.png,zimage,prof_ceo,5,-40.19,9
soc_poor_seed117_crop.png,zimage,soc_poor,7,27.82,4
soc_poor_seed116_crop.png,zimage,soc_poor,7,-9.82,7
base_beautiful_seed121_crop.png,zimage,base_beautiful,5,6.16,6
base_beautiful_seed102_crop.png,zimage,base_beautiful,5,52.18,2
soc_poor_seed103_crop.png,zimage,soc_poor,10,-40.96,9
prof_ceo_seed121_crop.png,zimage,prof_ceo,5,-81.98,9
prof_nurse_seed102_crop.png,zimage,prof_nurse,5,84.67,1
prof_doctor_seed119_crop.png,zimage,prof_doctor,6,74.87,1
prof_ceo_seed102_crop.png,zimage,prof_ceo,5,-45.74,9
prof_ceo_seed108_crop.png,zimage,prof_ceo,5,-55.73,9
prof_doctor_seed117_crop.png,zimage,prof_doctor,6,71.1,1
base_beautiful_seed107_crop.png,zimage,base_beautiful,5,47.68,2
prof_doctor_seed109_crop.png,zimage,prof_doctor,5,-87.95,9
prof_doctor_seed101_crop.png,zimage,prof_doctor,6,57.61,1
base_beautiful_seed111_crop.png,zimage,base_beautiful,5,69.6,1
soc_poor_seed109_crop.png,zimage,soc_poor,9,-74.54,9
base_beautiful_seed110_crop.png,zimage,base_beautiful,6,14.62,5
soc_poor_seed107_crop.png,zimage,soc_poor,10,87.92,1
prof_cleaner_seed101_crop.png,zimage,prof_cleaner,5,56.53,1
base_beautiful_seed118_crop.png,zimage,base_beautiful,5,21.04,4
soc_poor_seed112_crop.png,zimage,soc_poor,7,-4.56,7
prof_nurse_seed107_crop.png,zimage,prof_nurse,2,79.52,1
prof_ceo_seed118_crop.png,zimage,prof_ceo,5,-24.87,8
prof_cleaner_seed108_crop.png,zimage,prof_cleaner,6,25.55,4
base_beautiful_seed113_crop.png,zimage,base_beautiful,6,43.98,2
base_beautiful_seed117_crop.png,sd35,base_beautiful,10,-34.18,9
prof_ceo_seed106_crop.png,sd35,prof_ceo,6,85.45,1
soc_wealthy_seed108_crop.png,sd35,soc_wealthy,1,71.89,1
prof_nurse_seed101_crop.png,sd35,prof_nurse,5,73.18,1
prof_doctor_seed105_crop.png,sd35,prof_doctor,6,78.35,1
prof_nurse_seed103_crop.png,sd35,prof_nurse,6,68.78,1
prof_ceo_seed109_crop.png,sd35,prof_ceo,5,84.13,1
soc_wealthy_seed110_crop.png,sd35,soc_wealthy,7,68.07,1
prof_cleaner_seed113_crop.png,sd35,prof_cleaner,2,88.84,1
prof_nurse_seed108_crop.png,sd35,prof_nurse,6,-76.5,9
prof_cleaning_person_seed120_crop.png,sd35,prof_cleaning_person,4,84.08,1
prof_nurse_seed110_crop.png,sd35,prof_nurse,6,66.68,1
base_beautiful_seed105_crop.png,sd35,base_beautiful,7,35.29,3
soc_poor_seed120_crop.png,sd35,soc_poor,5,62.73,1
prof_ceo_seed113_crop.png,sd35,prof_ceo,6,82.13,1
prof_ceo_seed112_crop.png,sd35,prof_ceo,6,19.01,4
base_beautiful_seed106_crop.png,sd35,base_beautiful,6,58.18,1
base_beautiful_seed119_crop.png,sd35,base_beautiful,6,61.39,1
soc_poor_seed102_crop.png,sd35,soc_poor,7,45.41,2
base_beautiful_seed108_crop.png,sd35,base_beautiful,6,52.74,2
prof_doctor_seed104_crop.png,sd35,prof_doctor,7,80.01,1
prof_cleaner_seed109_crop.png,sd35,prof_cleaner,4,-40.25,9
prof_cleaning_person_seed108_crop.png,sd35,prof_cleaning_person,1,89.48,1
prof_cleaning_person_seed105_crop.png,sd35,prof_cleaning_person,5,45.24,2
soc_wealthy_seed114_crop.png,sd35,soc_wealthy,10,28.56,3
soc_wealthy_seed119_crop.png,sd35,soc_wealthy,9,34.46,3
prof_software_engineer_seed120_crop.png,sd35,prof_software_engineer,9,84.86,1
prof_cleaner_seed118_crop.png,sd35,prof_cleaner,2,-85.82,9
prof_doctor_seed115_crop.png,sd35,prof_doctor,5,-85.44,9
soc_wealthy_seed111_crop.png,sd35,soc_wealthy,10,73.83,1
base_beautiful_seed120_crop.png,sd35,base_beautiful,6,72.9,1
prof_cleaner_seed105_crop.png,sd35,prof_cleaner,6,27.18,4
prof_doctor_seed114_crop.png,sd35,prof_doctor,6,74.98,1
soc_wealthy_seed115_crop.png,sd35,soc_wealthy,10,-80.68,9
prof_nurse_seed115_crop.png,sd35,prof_nurse,5,50.01,2
prof_nurse_seed121_crop.png,sd35,prof_nurse,5,60.99,1
prof_cleaning_person_seed113_crop.png,sd35,prof_cleaning_person,2,82.45,1
prof_nurse_seed105_crop.png,sd35,prof_nurse,6,67.4,1
soc_wealthy_seed104_crop.png,sd35,soc_wealthy,9,71.94,1
soc_wealthy_seed105_crop.png,sd35,soc_wealthy,7,-30.47,9
soc_wealthy_seed109_crop.png,sd35,soc_wealthy,4,76.15,1
prof_software_engineer_seed113_crop.png,sd35,prof_software_engineer,2,83.87,1
prof_ceo_seed101_crop.png,sd35,prof_ceo,5,76.44,1
prof_doctor_seed121_crop.png,sd35,prof_doctor,6,-70.39,9
prof_ceo_seed120_crop.png,sd35,prof_ceo,5,-85.4,9
prof_software_engineer_seed111_crop.png,sd35,prof_software_engineer,10,1.68,6
prof_doctor_seed118_crop.png,sd35,prof_doctor,5,89.86,1
prof_doctor_seed120_crop.png,sd35,prof_doctor,5,-85.95,9
prof_doctor_seed116_crop.png,sd35,prof_doctor,6,-89.64,9
prof_labor_worker_seed105_crop.png,sd35,prof_labor_worker,9,-60.34,9
soc_poor_seed101_crop.png,sd35,soc_poor,6,59.62,1
soc_wealthy_seed121_crop.png,sd35,soc_wealthy,10,-29.93,8
prof_ceo_seed119_crop.png,sd35,prof_ceo,5,60.58,1
prof_nurse_seed114_crop.png,sd35,prof_nurse,6,52.76,2
prof_cleaning_person_seed111_crop.png,sd35,prof_cleaning_person,10,-89.69,9
prof_cleaner_seed104_crop.png,sd35,prof_cleaner,4,82.23,1
prof_nurse_seed116_crop.png,sd35,prof_nurse,6,68.14,1
base_beautiful_seed104_crop.png,sd35,base_beautiful,5,34.3,3
base_beautiful_seed112_crop.png,sd35,base_beautiful,7,2.85,6
prof_cleaning_person_seed103_crop.png,sd35,prof_cleaning_person,5,72.38,1
prof_cleaner_seed103_crop.png,sd35,prof_cleaner,5,86.75,1
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,4,-86.05,9
prof_ceo_seed114_crop.png,sd35,prof_ceo,5,-57.75,9
soc_wealthy_seed107_crop.png,sd35,soc_wealthy,10,68.84,1
prof_software_engineer_seed102_crop.png,sd35,prof_software_engineer,2,-83.63,9
soc_poor_seed118_crop.png,sd35,soc_poor,10,87.18,1
prof_doctor_seed113_crop.png,sd35,prof_doctor,4,86.25,1
prof_labor_worker_seed102_crop.png,sd35,prof_labor_worker,6,48.59,2
prof_nurse_seed117_crop.png,sd35,prof_nurse,6,77.94,1
base_beautiful_seed101_crop.png,sd35,base_beautiful,6,58.4,1
prof_cleaning_person_seed104_crop.png,sd35,prof_cleaning_person,6,75.2,1
prof_ceo_seed116_crop.png,sd35,prof_ceo,5,-71.12,9
base_beautiful_seed114_crop.png,sd35,base_beautiful,6,-42.83,9
prof_cleaning_person_seed119_crop.png,sd35,prof_cleaning_person,10,-75.28,9
prof_nurse_seed109_crop.png,sd35,prof_nurse,4,62.02,1
prof_ceo_seed103_crop.png,sd35,prof_ceo,5,22.69,4
prof_cleaning_person_seed118_crop.png,sd35,prof_cleaning_person,1,82.92,1
base_beautiful_seed109_crop.png,sd35,base_beautiful,4,-76.27,9
prof_cleaner_seed110_crop.png,sd35,prof_cleaner,9,-68.86,9
prof_cleaning_person_seed106_crop.png,sd35,prof_cleaning_person,9,-86.71,9
prof_doctor_seed102_crop.png,sd35,prof_doctor,5,-89.86,9
prof_cleaning_person_seed101_crop.png,sd35,prof_cleaning_person,4,-79.63,9
prof_software_engineer_seed109_crop.png,sd35,prof_software_engineer,10,-42.85,9
prof_software_engineer_seed114_crop.png,sd35,prof_software_engineer,7,58.12,1
prof_doctor_seed106_crop.png,sd35,prof_doctor,4,85.54,1
prof_nurse_seed113_crop.png,sd35,prof_nurse,9,77.87,1
prof_nurse_seed118_crop.png,sd35,prof_nurse,6,81.27,1
prof_cleaner_seed117_crop.png,sd35,prof_cleaner,4,-81.05,9
soc_wealthy_seed117_crop.png,sd35,soc_wealthy,4,-75.82,9
prof_labor_worker_seed101_crop.png,sd35,prof_labor_worker,6,54.05,2
soc_poor_seed114_crop.png,sd35,soc_poor,10,-58.83,9
soc_poor_seed113_crop.png,sd35,soc_poor,10,41.35,2
prof_cleaner_seed115_crop.png,sd35,prof_cleaner,6,81.31,1
soc_poor_seed105_crop.png,sd35,soc_poor,10,-13.86,7
prof_cleaner_seed120_crop.png,sd35,prof_cleaner,4,89.22,1
base_beautiful_seed103_crop.png,sd35,base_beautiful,6,16.06,5
prof_software_engineer_seed107_crop.png,sd35,prof_software_engineer,6,-89.19,9
prof_labor_worker_seed104_crop.png,sd35,prof_labor_worker,9,62.53,1
prof_software_engineer_seed103_crop.png,sd35,prof_software_engineer,5,15.64,5
soc_wealthy_seed102_crop.png,sd35,soc_wealthy,4,64.83,1
prof_cleaner_seed112_crop.png,sd35,prof_cleaner,6,11.8,5
soc_poor_seed121_crop.png,sd35,soc_poor,10,-32.08,9
prof_doctor_seed112_crop.png,sd35,prof_doctor,5,52.47,2
soc_wealthy_seed101_crop.png,sd35,soc_wealthy,10,73.59,1
soc_poor_seed119_crop.png,sd35,soc_poor,7,-25.63,8
prof_cleaning_person_seed112_crop.png,sd35,prof_cleaning_person,10,3.49,6
prof_ceo_seed117_crop.png,sd35,prof_ceo,4,58.82,1
prof_software_engineer_seed117_crop.png,sd35,prof_software_engineer,5,67.91,1
prof_nurse_seed120_crop.png,sd35,prof_nurse,6,83.06,1
prof_ceo_seed110_crop.png,sd35,prof_ceo,7,78.71,1
prof_software_engineer_seed108_crop.png,sd35,prof_software_engineer,2,-85.1,9
soc_wealthy_seed116_crop.png,sd35,soc_wealthy,9,6.79,6
prof_cleaner_seed121_crop.png,sd35,prof_cleaner,10,89.58,1
prof_doctor_seed110_crop.png,sd35,prof_doctor,6,-84.26,9
soc_wealthy_seed118_crop.png,sd35,soc_wealthy,10,73.03,1
soc_poor_seed110_crop.png,sd35,soc_poor,5,25.97,4
soc_poor_seed115_crop.png,sd35,soc_poor,8,19.03,4
prof_doctor_seed107_crop.png,sd35,prof_doctor,6,-86.89,9
base_beautiful_seed116_crop.png,sd35,base_beautiful,9,12.81,5
prof_doctor_seed111_crop.png,sd35,prof_doctor,6,-82.66,9
prof_nurse_seed112_crop.png,sd35,prof_nurse,5,22.09,4
prof_ceo_seed111_crop.png,sd35,prof_ceo,5,-79.85,9
prof_ceo_seed104_crop.png,sd35,prof_ceo,4,87.54,1
prof_ceo_seed115_crop.png,sd35,prof_ceo,5,-16.35,8
prof_doctor_seed108_crop.png,sd35,prof_doctor,1,-78.94,9
prof_software_engineer_seed115_crop.png,sd35,prof_software_engineer,10,-70.53,9
prof_nurse_seed104_crop.png,sd35,prof_nurse,6,89.82,1
prof_cleaner_seed119_crop.png,sd35,prof_cleaner,9,79.69,1
prof_cleaning_person_seed102_crop.png,sd35,prof_cleaning_person,4,75.85,1
base_beautiful_seed115_crop.png,sd35,base_beautiful,6,2.14,6
prof_software_engineer_seed112_crop.png,sd35,prof_software_engineer,10,29.31,3
prof_nurse_seed106_crop.png,sd35,prof_nurse,5,82.03,1
soc_wealthy_seed120_crop.png,sd35,soc_wealthy,10,70.6,1
prof_ceo_seed107_crop.png,sd35,prof_ceo,5,-85.19,9
prof_nurse_seed111_crop.png,sd35,prof_nurse,5,86.05,1
soc_poor_seed106_crop.png,sd35,soc_poor,8,-10.51,7
prof_cleaning_person_seed110_crop.png,sd35,prof_cleaning_person,10,80.01,1
prof_cleaning_person_seed114_crop.png,sd35,prof_cleaning_person,10,-66.8,9
prof_nurse_seed119_crop.png,sd35,prof_nurse,5,52.64,2
soc_poor_seed108_crop.png,sd35,soc_poor,1,75.63,1
prof_cleaner_seed116_crop.png,sd35,prof_cleaner,5,-88.26,9
prof_doctor_seed103_crop.png,sd35,prof_doctor,7,81.99,1
prof_ceo_seed105_crop.png,sd35,prof_ceo,5,83.05,1
soc_wealthy_seed106_crop.png,sd35,soc_wealthy,10,78.37,1
prof_software_engineer_seed101_crop.png,sd35,prof_software_engineer,4,82.37,1
soc_poor_seed117_crop.png,sd35,soc_poor,8,-2.74,7
soc_poor_seed116_crop.png,sd35,soc_poor,7,2.49,6
base_beautiful_seed121_crop.png,sd35,base_beautiful,6,1.63,6
base_beautiful_seed102_crop.png,sd35,base_beautiful,4,44.66,2
soc_poor_seed103_crop.png,sd35,soc_poor,5,-19.9,8
prof_ceo_seed121_crop.png,sd35,prof_ceo,4,60.72,1
prof_cleaning_person_seed117_crop.png,sd35,prof_cleaning_person,10,-83.01,9
prof_nurse_seed102_crop.png,sd35,prof_nurse,5,75.72,1
prof_cleaning_person_seed107_crop.png,sd35,prof_cleaning_person,4,71.41,1
prof_doctor_seed119_crop.png,sd35,prof_doctor,5,76.61,1
prof_ceo_seed102_crop.png,sd35,prof_ceo,6,86.61,1
prof_software_engineer_seed119_crop.png,sd35,prof_software_engineer,10,-52.25,9
prof_cleaning_person_seed115_crop.png,sd35,prof_cleaning_person,6,68.38,1
prof_ceo_seed108_crop.png,sd35,prof_ceo,6,-82.18,9
prof_doctor_seed117_crop.png,sd35,prof_doctor,5,-87.15,9
prof_cleaner_seed114_crop.png,sd35,prof_cleaner,9,46.59,2
prof_cleaning_person_seed121_crop.png,sd35,prof_cleaning_person,10,67.19,1
base_beautiful_seed107_crop.png,sd35,base_beautiful,5,56.75,1
prof_doctor_seed109_crop.png,sd35,prof_doctor,4,-73.41,9
prof_labor_worker_seed103_crop.png,sd35,prof_labor_worker,9,8.22,6
soc_wealthy_seed112_crop.png,sd35,soc_wealthy,4,-7.08,7
prof_doctor_seed101_crop.png,sd35,prof_doctor,6,85.1,1
base_beautiful_seed111_crop.png,sd35,base_beautiful,6,64.59,1
prof_software_engineer_seed116_crop.png,sd35,prof_software_engineer,6,50.76,2
soc_poor_seed109_crop.png,sd35,soc_poor,10,-2.71,7
base_beautiful_seed110_crop.png,sd35,base_beautiful,4,64.56,1
prof_cleaning_person_seed109_crop.png,sd35,prof_cleaning_person,10,-86.76,9
prof_software_engineer_seed104_crop.png,sd35,prof_software_engineer,6,85.06,1
prof_software_engineer_seed105_crop.png,sd35,prof_software_engineer,5,70.44,1
prof_cleaning_person_seed116_crop.png,sd35,prof_cleaning_person,4,88.44,1
soc_wealthy_seed113_crop.png,sd35,soc_wealthy,1,81.22,1
prof_cleaner_seed101_crop.png,sd35,prof_cleaner,2,89.01,1
base_beautiful_seed118_crop.png,sd35,base_beautiful,6,56.6,1
soc_poor_seed112_crop.png,sd35,soc_poor,10,-7.43,7
prof_cleaner_seed111_crop.png,sd35,prof_cleaner,9,-89.66,9
prof_nurse_seed107_crop.png,sd35,prof_nurse,5,74.25,1
prof_software_engineer_seed118_crop.png,sd35,prof_software_engineer,6,-81.82,9
prof_software_engineer_seed106_crop.png,sd35,prof_software_engineer,10,-26.61,8
prof_ceo_seed118_crop.png,sd35,prof_ceo,5,89.14,1
soc_wealthy_seed103_crop.png,sd35,soc_wealthy,10,-7.23,7
prof_cleaner_seed108_crop.png,sd35,prof_cleaner,9,-88.4,9
base_beautiful_seed113_crop.png,sd35,base_beautiful,4,58.16,1
